"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"17130099999","2023-01-01","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  38.8","24","  28.0","24","1034.8","24","928.5","24","  3.9","24","  2.3","24","  5.1","999.9","  51.1"," ","  31.6"," "," 0.00","F","999.9","000000"
"17130099999","2023-01-02","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  37.7","24","  25.6","24","1034.4","24","927.9","24","  5.5","24","  0.6","24","  1.9","999.9","  52.5"," ","  29.3"," "," 0.00","F","999.9","000000"
"17130099999","2023-01-03","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  37.0","24","  24.7","24","1030.9","24","924.7","24","  4.5","24","  0.6","24","  1.9","999.9","  49.6"," ","  28.9"," "," 0.00","F","999.9","000000"
"17130099999","2023-01-04","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  35.9","24","  25.9","24","1026.7","24","920.7","24","  4.5","24","  0.6","24","  1.9","999.9","  46.0"," ","  28.2"," "," 0.00","F","999.9","000000"
"17130099999","2023-01-05","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  38.3","24","  28.8","24","1023.2","24","918.0","24","  4.5","24","  0.4","24","  1.0","999.9","  49.6"," ","  31.5"," "," 0.00","F","999.9","000000"
"17130099999","2023-01-06","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  34.8","24","  29.9","24","1022.9","24","917.3","24","  4.6","24","  0.6","24","  1.9","999.9","  38.5"," ","  31.6"," "," 0.00","F","999.9","011000"
"17130099999","2023-01-07","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  34.7","24","  31.9","24","1026.8","24","920.6","24","  3.2","24","  0.8","24","  2.9","999.9","  37.0"," ","  32.9","*"," 0.00","F","999.9","000000"
"17130099999","2023-01-08","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  32.5","24","  29.3","24","1026.2","24","919.6","24","  4.6","24","  1.5","24","  4.1","999.9","  36.5"," ","  31.1","*"," 0.00","F","999.9","000000"
"17130099999","2023-01-09","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  32.9","24","  27.2","24","1027.2","24","920.4","24","  3.9","24","  2.1","24","  5.1","999.9","  36.1"," ","  30.0"," "," 0.00","F","999.9","000000"
"17130099999","2023-01-10","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  32.5","24","  25.8","24","1025.8","24","919.0","24","  4.8","24","  3.1","24","  8.0","999.9","  39.7"," ","  28.2"," "," 0.00","F","999.9","000000"
"17130099999","2023-01-11","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  40.9","24","  31.7","24","1021.9","24","916.8","24","  5.6","24","  4.8","24","  8.9","999.9","  49.6"," ","  31.3"," "," 0.00","F","999.9","000000"
"17130099999","2023-01-12","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  42.9","24","  30.7","24","1018.9","24","915.2","24","  5.4","24","  4.3","24","  7.0","999.9","  52.3"," ","  34.9","*"," 0.00","F","999.9","000000"
"17130099999","2023-01-13","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  38.7","24","  27.1","24","1019.7","24","915.1","24","  8.5","24","  2.0","24","  4.1","999.9","  50.7"," ","  31.6"," "," 0.00","F","999.9","000000"
"17130099999","2023-01-14","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  37.4","24","  21.5","24","1020.4","24","915.4","24","  8.4","24","  1.5","24","  2.9","999.9","  50.2"," ","  29.3"," "," 0.00","F","999.9","000000"
"17130099999","2023-01-15","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  37.4","24","  21.5","24","1021.2","24","916.0","24","  6.6","24","  1.5","24","  4.1","999.9","  49.5"," ","  27.7"," "," 0.00","F","999.9","000000"
"17130099999","2023-01-16","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  39.3","24","  25.6","24","1018.4","24","913.8","24","  6.6","24","  1.7","24","  4.1","999.9","  51.8"," ","  29.5"," "," 0.00","F","999.9","000000"
"17130099999","2023-01-17","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  43.7","24","  29.1","24","1019.0","24","915.1","24","  9.4","24","  1.7","24","  6.0","999.9","  53.1"," ","  31.8"," "," 0.00","F","999.9","000000"
"17130099999","2023-01-18","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  47.0","24","  33.1","24","1020.3","24","917.1","24"," 12.4","24","  1.4","24","  5.1","999.9","  58.1"," ","  39.4"," "," 0.00","F","999.9","000000"
"17130099999","2023-01-19","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  44.4","24","  32.4","24","1023.3","24","919.5","24","  7.6","24","  1.2","24","  4.1","999.9","  57.6"," ","  33.8"," "," 0.00","F","999.9","000000"
"17130099999","2023-01-20","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  44.0","24","  29.4","24","1018.0","24","914.5","24","  5.6","24","  2.0","24","  5.1","999.9","  61.0"," ","  32.0"," "," 0.00","F","999.9","000000"
"17130099999","2023-01-21","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  44.0","23","  29.2","23","1021.5","23","917.6","23","  8.5","23","  1.6","23","  4.1","999.9","  58.3"," ","  32.0"," "," 0.00","F","999.9","000000"
"17130099999","2023-01-22","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  43.2","24","  28.7","24","1023.5","24","919.4","24"," 10.9","24","  1.5","24","  4.1","999.9","  57.6"," ","  32.9"," "," 0.00","F","999.9","000000"
"17130099999","2023-01-23","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  42.5","24","  27.4","24","1025.4","24","920.9","24","  5.3","24","  1.3","24","  2.9","999.9","  55.4"," ","  32.2"," "," 0.00","F","999.9","000000"
"17130099999","2023-01-24","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  40.7","23","  27.5","23","1025.9","23","921.0","23","  7.2","23","  1.6","23","  5.1","999.9","  52.3"," ","  31.5"," "," 0.00","F","999.9","000000"
"17130099999","2023-01-25","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  36.6","24","  26.1","24","1025.5","24","920.1","24","  6.0","24","  0.9","24","  2.9","999.9","  42.6"," ","  31.8"," "," 0.00","F","999.9","000000"
"17130099999","2023-01-26","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  37.0","24","  24.1","24","1023.1","24","917.5","24","  8.4","24","  1.9","24","  4.1","999.9","  46.9"," ","  27.5"," "," 0.00","F","999.9","000000"
"17130099999","2023-01-27","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  42.0","24","  27.9","24","1014.1","24","910.4","24","  6.7","24","  5.2","24","  8.9","999.9","  50.0"," ","  33.3"," "," 0.00","F","999.9","010000"
"17130099999","2023-01-28","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  43.3","23","  35.1","23","1011.1","23","908.2","23","  9.4","23","  2.0","23","  6.0","999.9","  51.1"," ","  37.6"," "," 0.04","G","999.9","010000"
"17130099999","2023-01-29","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  38.1","23","  30.7","23","1015.2","23","911.1","23","  9.5","23","  2.1","23","  5.1","999.9","  41.9"," ","  33.8","*"," 0.03","G","999.9","000000"
"17130099999","2023-01-30","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  34.6","23","  25.7","23","1013.8","23","909.0","23","  6.6","23","  1.7","23","  4.1","999.9","  39.4"," ","  32.0"," "," 0.00","G","999.9","011000"
"17130099999","2023-01-31","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  34.8","23","  28.3","23","1008.5","23","904.1","23","  6.1","23","  2.3","23","  4.1","999.9","  41.2"," ","  31.8"," "," 0.10","G","  1.2","001000"
"17130099999","2023-02-01","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  32.4","23","  25.0","23","1013.7","23","908.4","23","  3.5","23","  1.5","23","  5.1","999.9","  34.9"," ","  30.4","*"," 0.09","G","  0.8","001000"
"17130099999","2023-02-02","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  31.0","23","  24.6","23","1020.9","23","914.4","23","  6.8","23","  1.7","23","  5.1","999.9","  35.1"," ","  25.7"," "," 0.02","G","999.9","001000"
"17130099999","2023-02-03","39.95","32.8833333","891.0","ANKARA CENTRAL, TU","  32.9","23","  28.7","23","1020.4","23","914.3","23","  4.6","23","  1.4","23","  4.1","999.9","  37.2"," ","  31.3"," "," 0.13","G","  1.6","001000"
