"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"01465099999","2023-01-01","58.4","8.7833333","15.0","TORUNGEN FYR, NO","  33.0","20","  27.5","20","1004.2","20","002.3","20","999.9"," 0"," 14.3","20"," 21.8"," 27.8","  36.7"," ","  29.8"," "," 0.00","I","999.9","000000"
"01465099999","2023-01-02","58.4","8.7833333","15.0","TORUNGEN FYR, NO","  31.3","21","  28.4","21","1009.7","21","007.8","21","999.9"," 0"," 11.9","21"," 15.0"," 19.4","  33.1"," ","  29.8"," "," 0.00","I","999.9","000000"
"01465099999","2023-01-03","58.4","8.7833333","15.0","TORUNGEN FYR, NO","  33.8","20","  31.6","20","1018.7","20","016.8","20","999.9"," 0","  6.4","20"," 13.4"," 22.1","  38.3"," ","  32.0"," "," 0.00","I","999.9","000000"
"01465099999","2023-01-04","58.4","8.7833333","15.0","TORUNGEN FYR, NO","  35.9","20","  34.2","20","1000.6","20","998.8","20","999.9"," 0"," 26.0","20"," 35.4"," 48.0","  42.8"," ","  28.0"," "," 0.00","I","999.9","000000"
"01465099999","2023-01-05","58.4","8.7833333","15.0","TORUNGEN FYR, NO","  31.4","20","  28.0","20","1013.1","20","011.2","20","999.9"," 0"," 17.5","20"," 25.6"," 35.5","  36.7"," ","  29.3"," "," 0.00","I","999.9","000000"
"01465099999","2023-01-06","58.4","8.7833333","15.0","TORUNGEN FYR, NO","  35.8","20","  33.3","20","1006.1","20","004.2","20","999.9"," 0"," 20.1","20"," 38.7"," 50.1","  43.3"," ","  31.5"," "," 0.00","I","999.9","000000"
"01465099999","2023-01-07","58.4","8.7833333","15.0","TORUNGEN FYR, NO","  37.7","20","  36.7","20","1004.8","20","002.9","20","999.9"," 0"," 10.9","20"," 21.6"," 25.6","  44.8"," ","  32.2"," "," 0.00","I","999.9","000000"
"01465099999","2023-01-08","58.4","8.7833333","15.0","TORUNGEN FYR, NO","  43.8","20","  41.5","20"," 993.7","20","991.9","20","999.9"," 0"," 19.7","20"," 29.3"," 37.1","  44.6"," ","  42.1"," "," 0.00","I","999.9","000000"
"01465099999","2023-01-09","58.4","8.7833333","15.0","TORUNGEN FYR, NO","  41.5","20","  39.4","20"," 993.1","20","991.3","20","999.9"," 0"," 12.7","20"," 21.8"," 47.4","  44.1"," ","  36.0"," "," 0.00","I","999.9","000000"
"01465099999","2023-01-10","58.4","8.7833333","15.0","TORUNGEN FYR, NO","  38.9","20","  37.4","20","1003.0","20","001.1","20","999.9"," 0"," 11.2","20"," 29.1"," 36.7","  43.9"," ","  33.8"," "," 0.00","I","999.9","000000"
"01465099999","2023-01-11","58.4","8.7833333","15.0","TORUNGEN FYR, NO","  43.8","20","  40.2","20"," 991.1","20","989.3","20","999.9"," 0"," 23.4","20"," 38.7"," 47.8","  46.4","*","  41.2"," "," 0.00","I","999.9","000000"
"01465099999","2023-01-12","58.4","8.7833333","15.0","TORUNGEN FYR, NO","  41.8","21","  39.4","21"," 991.1","21","989.3","21","999.9"," 0","  9.1","21"," 17.3"," 25.1","  43.9"," ","  39.0"," "," 0.00","I","999.9","000000"
"01465099999","2023-01-13","58.4","8.7833333","15.0","TORUNGEN FYR, NO","  41.3","21","  39.0","21"," 986.7","21","984.9","21","999.9"," 0"," 12.1","21"," 30.3"," 37.5","  44.8"," ","  36.9"," "," 0.25","G","999.9","000000"
"01465099999","2023-01-14","58.4","8.7833333","15.0","TORUNGEN FYR, NO","  37.9","21","  34.6","21"," 991.6","21","989.8","21","999.9"," 0"," 12.6","21"," 31.9"," 40.4","  43.7","*","  34.2"," "," 0.00","G","999.9","000000"
"01465099999","2023-01-15","58.4","8.7833333","15.0","TORUNGEN FYR, NO","  39.1","20","  35.2","20"," 974.2","20","972.4","20","999.9"," 0"," 15.9","20"," 30.1"," 45.3","  43.0"," ","  36.0"," "," 0.00","I","999.9","000000"
"01465099999","2023-01-16","58.4","8.7833333","15.0","TORUNGEN FYR, NO","  37.9","20","  32.7","20"," 983.3","20","981.5","20","999.9"," 0"," 12.9","20"," 24.1"," 30.7","  41.9","*","  33.3"," "," 0.00","I","999.9","000000"
"01465099999","2023-01-17","58.4","8.7833333","15.0","TORUNGEN FYR, NO","  39.0","20","  36.2","20"," 976.8","20","975.0","20","999.9"," 0"," 21.6","20"," 29.1"," 36.3","  41.5"," ","  33.4"," "," 0.00","I","999.9","000000"
"01465099999","2023-01-18","58.4","8.7833333","15.0","TORUNGEN FYR, NO","  34.4","20","  32.6","20"," 986.4","20","984.6","20","999.9"," 0","  8.0","20"," 17.9"," 22.5","  36.0"," ","  33.3"," "," 0.00","I","999.9","000000"
"01465099999","2023-01-19","58.4","8.7833333","15.0","TORUNGEN FYR, NO","  33.2","20","  31.0","20"," 998.6","20","996.7","20","999.9"," 0"," 10.2","20"," 15.7"," 20.4","  34.3"," ","  31.3"," "," 0.00","I","999.9","000000"
"01465099999","2023-01-20","58.4","8.7833333","15.0","TORUNGEN FYR, NO","  29.8","20","  24.8","20","1018.0","20","016.1","20","999.9"," 0"," 10.7","20"," 15.0"," 19.8","  32.5"," ","  26.8"," "," 0.00","I","999.9","000000"
"01465099999","2023-01-21","58.4","8.7833333","15.0","TORUNGEN FYR, NO","  25.3","19","  21.9","19","1036.4","19","034.4","19","999.9"," 0","  6.8","19","  9.7"," 12.6","  29.1"," ","  21.7"," "," 0.00","I","999.9","000000"
